"id","text","question_id"
"403","C.
Braidwood's view would be unaffected; he makes no reference to different methods of radiocarbon dating.  (5%)","101"
"404","D.
Braidwood's view would be supported; he correctly stated that the original radiocarbon dates must be wrong.  (31%)","101"
"405","A.
Designing a broad philosophical system while witnessing Scholasticism's collapse  (4%)","102"
"406","B.
Committing to rationalism while fiercely opposing Aristotelian philosophy  (8%)","102"
"407","C.
Trusting in transient visions while adopting a relentlessly skeptical mindset  (78%)","102"
"408","D.
Wavering over philosophy's purpose while harshly judging the work of other philosophers  (8%)","102"
"409","A.
It was a system of thought meant to liberate the church from secular influences.  (23%)","103"
"410","B.
It was revised due to the intense personal visions of thinkers such as Descartes.  (9%)","103"
"411","C.
It was particularly reassuring to a society being rocked by constant upheavals.  (9%)","103"
"412","D.
It was less likely to appeal to purely philosophical thinkers than to churchmen.  (57%)","103"
"413","A.
Philosophy ought to focus on metaphysical ideas.  (29%)","104"
"414","B.
Philosophy ought to scrutinize even established ideas.  (52%)","104"
"415","C.
Philosophy ought to elaborate on previous thinkers' theories.  (10%)","104"
"416","D.
Philosophy ought to treat established ideas as indispensable.  (7%)","104"
"417","A.
pursue his designated mission in life.  (2%)","105"
"418","B.
use his adventures to reenvision philosophy.  (12%)","105"
"419","C.
support the war effort through its conclusion.  (9%)","105"
"420","D.
escape the current intellectual climate.  (76%)","105"
"421","A.
rhetorically unnecessary.  (3%)","106"
"422","B.
purposely misleading.  (2%)","106"
"423","C.
likely embellished.  (4%)","106"
"424","D.
symbolically meaningful.  (90%)","106"
"425","A.
ironic.  (81%)","107"
"426","B.
predictable.  (2%)","107"
"427","C.
unvarying.  (6%)","107"
"428","D.
frivolous.  (8%)","107"
"429","A.
To challenge Descartes' originality  (16%)","108"
"430","B.
To highlight another important thinker  (30%)","108"
"431","C.
To supply historical facts  (45%)","108"
"432","D.
To suggest the superiority of mathematics  (7%)","108"
"433","A.
a college admissions officer who ignores a student's personal essay so she can focus on judging academic performance.  (5%)","109"
"434","B.
a hiring manager who sabotages a more qualified candidate's application so she can give the job to her friend.  (14%)","109"
"435","C.
a casting director who sabotages a more talented actor's audition so she can take the part herself.  (72%)","109"
"436","D.
a restaurant manager who fires her head chef so she can hire a more experienced one to improve her menu.  (6%)","109"
"437","A.
Yes, because the needed reforms to the legal system could include the Sixth Amendment.  (11%)","110"
"438","B.
Yes, because the author's ethical claim applies specifically to private attorneys.  (50%)","110"
"439","C.
No, because if all attorneys accepted the author's argument, then some defendants could not get representation.  (30%)","110"
"440","D.
No, because a collective refusal to represent certain defendants could lead to innocent people being convicted.  (7%)","110"
"441","A.
It shows that an attorney's motivations may be ethically indefensible.  (4%)","111"
"442","B.
It exemplifies a tension between attorneys' professional obligations and ethics in general.  (90%)","111"
"443","C.
It explains why reforms to the system must come from individual attorneys.  (4%)","111"
"444","D.
It illustrates the effect of wealth and class disparities on defense attorney ethics.  (0%)","111"
"445","A.
defense attorneys represent even the vilest of clients.  (2%)","112"
"446","B.
prosecutors can be just as unethical as defense attorneys.  (13%)","112"
"447","C.
defense attorneys are mirror images of the hypothetical prosecutor.  (25%)","112"
"448","D.
it is strange that we accept the behavior of defense attorneys.  (57%)","112"
"449","A.
I only  (8%)","113"
"450","B.
III only  (1%)","113"
"451","C.
I and II only  (80%)","113"
"452","D.
II and III only  (8%)","113"
"453","A.
Few women considered higher education advantageous.  (36%)","114"
"454","B.
Some women had alternative opportunities for higher education.  (32%)","114"
"455","C.
Higher education garnered women greater respect.  (10%)","114"
"456","D.
Higher education constituted a realistic option only for upper-class women.  (20%)","114"
"457","A.
independent women would have more often been considered misfits.  (5%)","115"
"458","B.
fewer men would have autonomy within marriage.  (4%)","115"
"459","C.
women would have sought more autonomy within marriage.  (87%)","115"
"460","D.
many more women would have moved from nonconformist to traditional roles.  (2%)","115"
"461","A.
Fuller's impact on Jung.  (4%)","116"
"462","B.
Jung's impact on Fuller.  (85%)","116"
"463","C.
Fuller's impact on Transcendentalism.  (4%)","116"
"464","D.
Transcendentalism's impact on Jung.  (5%)","116"
"465","A.
inherently, new paradigms for women challenge conventions and construct alternatives.  (88%)","117"
"466","B.
people are more resistant to change the longer they stick with established norms.  (4%)","117"
"467","C.
older gender paradigms need not be abandoned as long as other models are available.  (1%)","117"
"468","D.
new paradigms can take root only in historical contexts that are receptive.  (5%)","117"
"469","A.
until recently, it was generally thought that feminism pertained solely to women.  (1%)","118"
"470","B.
feminism was a phenomenon of the nineteenth century.  (6%)","118"
"471","C.
Fuller's Woman is the preeminent tract advocating for women's rights.  (21%)","118"
"472","D.
Fuller's work was a pillar in a movement spanning at least 150 years.  (70%)","118"
"473","A.
Christian faith should be viewed as relevant to environmental concerns.  (0%)","119"
"474","B.
Skepticism has no place in the attitude of a religious believer.  (4%)","119"
"475","C.
Thomas' portrayal differs between religious and secular contexts.  (15%)","119"
"476","D.
Many Christians have drawn an erroneous inference from Thomas' story.  (79%)","119"
"477","A.
Correctly interpreting Thomas' declaration of doubt depends on properly emphasizing the way the words in the scripture were probably spoken.  (60%)","120"
"478","B.
The term ""Doubting Thomas"" has expanded beyond its origins to be used in contexts that have little to do with religion.  (6%)","120"
"479","C.
Thomas' declaration of doubt has traditionally led to his portrayal as a symbol of stubborn refusal of faith.  (18%)","120"
"480","D.
Thomas' declaration of doubt distinguishes him from other believers, who would have faith in the resurrection while lacking the confirmation of sight.  (15%)","120"
"481","A.
The term ""Doubting Thomas"" could easily have been ""Doubting Peter"" or ""Doubting Bartholomew"" instead.  (42%)","121"
"482","B.
In most cases, biblical scriptures do not include text that has been italicized to indicate a speaker's voice inflection.  (11%)","121"
"483","C.
The term ""Doubting Thomas"" is similar to terms like ""Good Samaritan"" and ""Prodigal Son"" in having entered the general lexicon.  (22%)","121"
"484","D.
Thomas' portrayal as a symbol of stubborn refusal has been part of countless sermons about faith.  (22%)","121"
"485","A.
A scientist refuses to accept a research finding until it is subjected to additional peer review.  (10%)","122"
"486","B.
A journalist refuses to broadcast a story until he has confirmed its veracity.  (61%)","122"
"487","C.
A politician refuses to endorse legislation despite knowing the public supports it.  (4%)","122"
"488","D.
A lawyer refuses to represent a client until additional evidence of his innocence is discovered.  (23%)","122"
"489","A.
Most depictions of Thomas have focused on his similarity to Christ's other followers.  (58%)","123"
"490","B.
The term ""Doubting Thomas"" does not actually appear in the Bible.  (8%)","123"
"491","C.
None of Christ's other followers have come to be known for their doubt as Thomas has.  (22%)","123"
"492","D.
Most non-Christians are unfamiliar with the story behind the term ""Doubting Thomas.""  (9%)","123"
"493","A.
Rhetorical questions must be asked for the sake of progress in education.  (1%)","124"
"494","B.
The level of fulfillment obtained from reading is immeasurable.  (16%)","124"
"495","C.
Human beings need constant social stimuli to live long and healthy lives.  (0%)","124"
"496","D.
The study of literature in higher education is indispensable.  (80%)","124"
"497","A.
""[D]eep readers may have a superior ability to understand and empathize socially.""  (4%)","125"
"498","B.
""[T]he written text is prized due to its ability to incite…a myriad of emotions that make us inherently human.""  (2%)","125"
"499","C.
""[C]ultural studies intrinsically teaches less ethnocentrism and more tolerance…""  (91%)","125"
"500","D.
""[I]t may be beneficial to remember our literary past in its truest form, the written word…""  (2%)","125"
"501","A.
how the arts can interact with other disciplines, especially in higher learning.  (43%)","126"
"502","B.
the existence of valuable methods that can be used to teach literature.  (40%)","126"
"503","C.
the consequences of not taking human learning capabilities into account.  (2%)","126"
"504","D.
how a series of valuable literary ideologies are dependent on each other.  (13%)","126"
"505","A.
Shakespearean prose has been described as ""more beautiful"" than modern English.  (1%)","127"
"506","B.
There are more video clips on ancient literature on the Internet than there are books in print.  (11%)","127"
"507","C.
Technological advances have led to an increase in students' interest in literary history.  (85%)","127"
"508","D.
Research has reported that the attention span of younger students has shortened.  (1%)","127"
"509","A.
I only  (0%)","128"
"510","B.
II only  (67%)","128"
"511","C.
I and III only  (2%)","128"
"512","D.
II and III only  (29%)","128"
"513","A.
To show an example of the emotions evoked when reading literature.  (22%)","129"
"514","B.
To illustrate the point that literature is essential in the quest for overall life satisfaction.  (67%)","129"
"515","C.
To further delineate the true extrinsic value of studying literature.  (5%)","129"
"516","D.
To support an earlier point made about human connectedness being vital for longevity.  (4%)","129"
"517","A.
They demonstrate the similarities between psychology and literature.  (29%)","130"
"518","B.
They expose the deeper significance of a scene's elements.  (62%)","130"
"519","C.
They lessen the impact of unacceptable elements in the scenes.  (3%)","130"
"520","D.
They operate according to a rule of substituting opposites.  (4%)","130"
"521","A.
Literature and mythology are enriched through dream interpretation.  (9%)","131"
"522","B.
Freud's dream interpretation changed how literature could be viewed.  (15%)","131"
"523","C.
Freud thought literature could be used to evaluate psychological ideas.  (68%)","131"
"524","D.
Shakespeare was the first person to truly grasp the nuances of the human psyche.  (6%)","131"
"525","A.
is only a trick that is meant to fool naïve individuals.  (4%)","132"
"526","B.
is limited in its ability to elucidate a literary work.  (2%)","132"
"527","C.
obscures the original meaning of a particular motif's elements.  (13%)","132"
"528","D.
makes surprising connections between story elements that seem disparate.  (79%)","132"
"529","A.
seem different in some respects but alike in others.  (9%)","133"
"530","B.
are superficially rather than substantively different.  (24%)","133"
"531","C.
seem to be virtual opposites.  (51%)","133"
"532","D.
are more alike than unalike.  (14%)","133"
"533","A.
II only  (12%)","134"
"534","B.
I and III only  (28%)","134"
"535","C.
II and III only  (22%)","134"
"536","D.
I, II, and III  (36%)","134"
"537","A.
II only  (3%)","135"
"538","B.
I and II only  (26%)","135"
"539","C.
I and III only  (2%)","135"
"540","D.
I, II, and III  (68%)","135"
"541","A.
the argument that it is better to live a religious life rather than to risk the possibility of punishment in the afterlife.  (61%)","136"
"542","B.
the belief that people ought to always tell the truth because honesty is a virtue that accords with universal moral laws.  (12%)","136"
"543","C.
the view that the primary function of political organizations is to promote equality and justice.  (5%)","136"
"544","D.
the notion that teamwork depends on an equal contribution from each of the team's members.  (19%)","136"
"545","A.
the probability of impacting an election from the certainty of voting costs.  (13%)","137"
"546","B.
the principles of democracy from the democratic process.  (9%)","137"
"547","C.
voting behavior from self-interest.  (44%)","137"
"548","D.
civic duties from rational justification.  (31%)","137"
"549","A.
insignificant, because the principle does not provide satisfactory justification for engaging in voting behavior.  (6%)","138"
"550","B.
insignificant, because the author claims that the democratic process is fully intact.  (24%)","138"
"551","C.
significant, because the author implies that citizens ought to exercise their will through the process of elections.  (10%)","138"
"552","D.
significant, because the principle is self-defeating as the cost of voting will outweigh its potential benefits.  (58%)","138"
"553","A.
To encourage citizens of democratic societies to exercise their will through the process of elections  (3%)","139"
"554","B.
To expose a widely held but faulty conception of the justification for voting behavior  (69%)","139"
"555","C.
To prove that voting behavior is driven by self-interest rather than civic duty  (4%)","139"
"556","D.
To emphasize that citizens' commitment to the democratic process is necessary to uphold the structure of democratic societies  (23%)","139"
"557","A.
Political candidates who use rational methods of decision making  (10%)","140"
"558","B.
Government efforts to minimize the personal costs associated with voting behavior  (10%)","140"
"559","C.
Political candidates who make campaign promises merely to gain wider voter support  (52%)","140"
"560","D.
Government efforts to minimize skepticism about the effects of voting behavior  (26%)","140"
"561","A.
They were conscious of influencing the audience's emotional state.  (7%)","141"
"562","B.
They aimed to make dance more acceptable to the general public.  (77%)","141"
"563","C.
They strove to collaborate on productions with other types of artists.  (10%)","141"
"564","D.
They sought to effect change beyond the sphere of dance.  (4%)","141"
"565","A.
promoted jagged and stark styles of dance movement.  (5%)","142"
"566","B.
rejected dance traditions from other cultures.  (2%)","142"
"567","C.
avoided vaudeville and strict dance patterns.  (87%)","142"
"568","D.
initiated movements from the solar plexus.  (4%)","142"
"569","A.
freeing dance from ballet conventions featured overt indications of physical effort.  (80%)","143"
"570","B.
lingering prejudices were a hindrance to the development of new dance techniques.  (4%)","143"
"571","C.
emphasizing the connection between the professional dancer and the audience was essential.  (12%)","143"
"572","D.
highlighting sociopolitical issues in modern dance had become increasingly common.  (2%)","143"
"573","A.
exemplified by scenes from Appalachian Spring discussed in the passage.  (14%)","144"
"574","B.
undermined by additional details provided in the passage.  (8%)","144"
"575","C.
not further explained by passage information.  (73%)","144"
"576","D.
diminished by her desire to create holistic works.  (3%)","144"
"577","A.
to depict current sociopolitical controversies before audiences.  (2%)","145"
"578","B.
to facilitate a broader range of physical expression.  (67%)","145"
"579","C.
to allow dancers to perform nonlinear movements on stage.  (5%)","145"
"580","D.
to enable dancers to convey their personalities through movement.  (24%)","145"
"581","A.
Both Candide and Zadig are given explanations for the existence of evil.  (5%)","146"
"582","B.
Both Candide and Zadig come to revise their views of the world.  (8%)","146"
"583","C.
Both Candide and Zadig are to blame for their own suffering.  (78%)","146"
"584","D.
Both Candide and Zadig face misfortunes inspired by Voltaire's own life.  (6%)","146"
"585","A.
I only  (68%)","147"
"586","B.
II only  (6%)","147"
"587","C.
III only  (7%)","147"
"588","D.
I and III only  (17%)","147"
"589","A.
The passage author treats this idea as an implausible explanation of the stories' differences.  (13%)","148"
"590","B.
The passage author treats this idea as uninformed by historical evidence.  (7%)","148"
"591","C.
The passage author treats this idea as less convincing than an alternative analysis of the stories.  (61%)","148"
"592","D.
The passage author treats this idea as overlooking the role of satire in the stories.  (17%)","148"
"593","A.
suggest a common theme between Candide and Voltaire's other satires.  (6%)","149"
"594","B.
foreshadow a contrast between the views of Pangloss and Jesrad.  (9%)","149"
"595","C.
illustrate the importance of Leibniz's philosophical position.  (11%)","149"
"596","D.
emphasize that the view Pangloss represents is depicted as absurd.  (71%)","149"
"597","A.
A man loses his freedom when his country is destroyed by invaders  (78%)","150"
"598","B.
A man loses his possessions when a storm sinks the ship carrying them  (1%)","150"
"599","C.
A man loses most of his pack animals when he takes them on a dangerous journey  (9%)","150"
"600","D.
A man loses faith in a woman's love when he learns misleading information about her  (10%)","150"
"601","A.
supported by readers' surprise at the content of Zadig.  (17%)","151"
"602","B.
presented without the inclusion of supporting evidence.  (69%)","151"
"603","C.
in tension with the claim that Voltaire's works convey similar messages.  (8%)","151"
"604","D.
justified by the relative obscurity of Voltaire's other writings.  (4%)","151"
"605","A.
""Men…judge of all without knowing anything"" (Paragraph 2).  (44%)","152"
"606","B.
""The wicked…are always unhappy"" (Paragraph 4).  (17%)","152"
"607","C.
There are a ""small number of the just that are scattered throughout the earth"" (Paragraph 4).  (32%)","152"
"608","D.
""Mankind…were not born wolves, and yet they have become wolves"" (Paragraph 5).  (5%)","152"
"609","A.
III only  (1%)","153"
"610","B.
I and II only  (10%)","153"
"611","C.
I and III only  (83%)","153"
"612","D.
I, II, and III  (5%)","153"
"613","A.
Some members of the Republican Party were engaged in corrupt politics.  (2%)","154"
"614","B.
Garfield's nomination was a compromise to resolve a deadlock.  (78%)","154"
"615","C.
Some Republicans were disgruntled with the state of the party.  (10%)","154"
"616","D.
America still suffered from the lingering divisions of the Civil War.  (8%)","154"
"617","A.
Guiteau viewed religion as a necessary tool for achieving his political ends.  (18%)","155"
"618","B.
Guiteau viewed achieving religious and political ends as essentially interconnected.  (56%)","155"
"619","C.
Guiteau pretended to hold religious views as an excuse for achieving his political ends through violence.  (15%)","155"
"620","D.
Guiteau pretended to hold religious and political views as an excuse for avenging a personal grievance.  (9%)","155"
"621","A.
Duty  (9%)","156"
"622","B.
Justice  (5%)","156"
"623","C.
Service  (6%)","156"
"624","D.
Ambition  (79%)","156"
"625","A.
Another doctor would have taken over as Garfield's main physician.  (6%)","157"
"626","B.
The medical treatment given to Garfield would have been modified.  (62%)","157"
"627","C.
Alexander Graham Bell would have identified the location of the bullet.  (22%)","157"
"628","D.
The wound caused by the bullet would not have become infected.  (9%)","157"
"629","A.
attempt to establish the truth of God's existence.  (2%)","158"
"630","B.
portrayal of the choice to believe as a continuous process.  (6%)","158"
"631","C.
attention to addressing possible objections.  (5%)","158"
"632","D.
focus on the potential risks and rewards of belief.  (85%)","158"
"633","A.
I only  (11%)","159"
"634","B.
I and II only  (49%)","159"
"635","C.
I and III only  (25%)","159"
"636","D.
II and III only  (13%)","159"
"637","A.
Belief in God could be beneficial regardless of whether God exists  (65%)","160"
"638","B.
Belief in God is beneficial only if God does exist  (23%)","160"
"639","C.
Whether God exists can be determined in a practical sense  (3%)","160"
"640","D.
Whether God actually exists is unimportant  (8%)","160"
"641","A.
The woman accepts a man's marriage proposal even though she is unsure of her feelings, hoping that over time she will fall in love with her fiancé.  (71%)","161"
"642","B.
The woman chooses a college major even though she is unsure her parents will approve, hoping that over time they will support her decision.  (1%)","161"
"643","C.
The woman auditions for parts in movies even though she is unsure she will be cast, hoping that over time she will land a breakout role.  (8%)","161"
"644","D.
The woman sticks with a new job even though she is unsure she enjoys it, hoping that over time it will turn into a stable career.  (17%)","161"
"645","A.
It would support the claim that Pascal was well aware of the objections to his argument.  (27%)","162"
"646","B.
It would challenge the claim that Pascal thought choosing to believe in God is the only rational decision.  (15%)","162"
"647","C.
It would support the claim that Pascal saw believing in God as valuable in its own right.  (39%)","162"
"648","D.
It would challenge the claim that Pascal's Wager is essentially a risk/reward analysis.  (17%)","162"
"649","A.
It would support the claim that there is little research on the long-term risks and effects of egg donation on women's health.  (7%)","163"
"650","B.
It would support the claim that government regulations would make women vulnerable to exploitation or coercion.  (23%)","163"
"651","C.
It would weaken the claim that ethical issues would remain even if a global register of egg donors were established.  (49%)","163"
"652","D.
It would weaken the claim that the global demand for egg donors continues to increase.  (19%)","163"
"653","A.
""Informed consent"" may not always be part of the egg donation process.  (17%)","164"
"654","B.
The oocyte industry compensates donors for their time, not their eggs.  (21%)","164"
"655","C.
Other sorts of donations are not medically invasive or time-consuming.  (58%)","164"
"656","D.
The oocyte industry will continue to exist in the years to come.  (2%)","164"
"657","A.
To illustrate how the egg procurement industry treats women's bodies as an economic resource  (55%)","165"
"658","B.
To acquaint readers with anatomical terminology related to egg donation procedures  (3%)","165"
"659","C.
To highlight the consequences to the donor's body of repeated donations  (16%)","165"
"660","D.
To emphasize the sentimental value attached to a resource that is scarce  (25%)","165"
"661","A.
most of the high-quality eggs available in today's market are provided by female college students.  (26%)","166"
"662","B.
there is no way to alleviate the concern that the oocyte industry commodifies women's bodies.  (12%)","166"
"663","C.
advocates of the oocyte market could agree with bioethicists about the need for government regulation.  (58%)","166"
"664","D.
a collaborative effort toward ethical or moral progress would be undesirable.  (2%)","166"
"665","A.
The government should reduce subsidies to health care providers  (14%)","167"
"666","B.
The government should reduce access to data collected by fertility clinics  (67%)","167"
"667","C.
Lawmakers should impose regulations on student loan programs  (13%)","167"
"668","D.
Lawmakers should impose regulations on reproductive technology  (4%)","167"
"669","A.
women donate eggs for the ultimate gain of others.  (6%)","168"
"670","B.
the egg procurement industry transforms women's bodies into an economic resource.  (18%)","168"
"671","C.
it is not apparent that consent is part of the egg donation process for some women.  (9%)","168"
"672","D.
it is unclear that informed consent is part of the donation process.  (66%)","168"
"673","A.
changed which books are included in the biblical canon.  (1%)","169"
"674","B.
showed that multiple copies exist of some biblical texts.  (11%)","169"
"675","C.
provided specific evidence of biblical authenticity.  (85%)","169"
"676","D.
stimulated the use of new methods of paleography.  (1%)","169"
"677","A.
like a jigsaw puzzle, the project represents an intellectual challenge of complexity and significance.  (30%)","170"
"678","B.
like a jigsaw puzzle, the project is a difficult integrative process of overwhelming detail.  (65%)","170"
"679","C.
reconstructive paleographic projects are substantially more difficult than even very complicated jigsaw puzzles.  (3%)","170"
"680","D.
reconstructive projects depend on linguistic knowledge, unlike most jigsaw puzzles.  (0%)","170"
"681","A.
The environment it provided for studying texts  (4%)","171"
"682","B.
The hiding places it offered for the scrolls  (3%)","171"
"683","C.
Its nearness to the shores of the Dead Sea  (2%)","171"
"684","D.
Its distance from urban immorality  (89%)","171"
"685","A.
They disputed the necessity of certain sacrifices.  (14%)","172"
"686","B.
They rejected practices that diverged from conventional Judaism.  (54%)","172"
"687","C.
They dedicated a significant amount of time to interpreting religious texts.  (7%)","172"
"688","D.
Their members refused to abandon a belief in fate.  (22%)","172"
"689","A.
abundant religious terms and expressions.  (6%)","173"
"690","B.
particular grammatical structure.  (4%)","173"
"691","C.
flexibility as a shared tongue.  (80%)","173"
"692","D.
linguistic similarity to Hebrew and ancient Greek.  (8%)","173"
"693","A.
there was no evidence available to adequately verify the content of the Masoretic text.  (72%)","174"
"694","B.
there was no research method in place to ensure the linguistic accuracy of biblical translations.  (11%)","174"
"695","C.
there were no attempts to research the various religious sects of the Second Temple Period.  (2%)","174"
"696","D.
there was no substantive research providing information about any messianic Jewish sects.  (14%)","174"
"697","A.
the Essenes neglected to preserve certain texts such as the Book of Esther.  (12%)","175"
"698","B.
the Essenes were opposed to including the Book of Esther in the biblical canon.  (24%)","175"
"699","C.
many in the Essene brotherhood did not acknowledge the book's authority because it was centered on a woman.  (9%)","175"
"700","D.
many of the Essenes' texts were lost or destroyed since the time of the community's flourishing.  (52%)","175"
"701","A.
offers only false assurances to an unsuspecting audience.  (4%)","176"
"702","B.
is trustworthy only about facts that cast him or her in a favorable light.  (2%)","176"
"703","C.
is selective about details when relating his or her story.  (57%)","176"
"704","D.
inadvertently covers up facts that are crucial to the narrative.  (35%)","176"
"705","A.
To anticipate Christie's apparent descent into an imaginary world  (59%)","177"
"706","B.
To demonstrate that characters in Christie novels are modeled on real people  (32%)","177"
"707","C.
To emphasize Christie's self-centered need for attention as a writer  (5%)","177"
"708","D.
To show that a good mystery novel's characters are as important as its plot  (2%)","177"
"709","A.
Christie disappeared due to fear of a plot against her.  (0%)","178"
"710","B.
Christie had little reason to seek attention by disappearing.  (1%)","178"
"711","C.
Christie exaggerated domestic woes to garner public sympathy.  (3%)","178"
"712","D.
Christie manipulated circumstances for the sake of personal gain.  (95%)","178"
"713","A.
identify Christie's motives.  (11%)","179"
"714","B.
amplify the real-life mystery.  (58%)","179"
"715","C.
ridicule Christie's situation.  (6%)","179"
"716","D.
confirm Christie's pretense.  (24%)","179"
"717","A.
She typically makes her narrators unreliable.  (12%)","180"
"718","B.
She often relies on amnesia as a plot device.  (2%)","180"
"719","C.
She employs well-established literary formulas.  (5%)","180"
"720","D.
She incorporates parallels from her own life into her plots.  (79%)","180"
"721","A.
Evaluative  (11%)","181"
"722","B.
Comparative  (81%)","181"
"723","C.
Descriptive  (4%)","181"
"724","D.
Combative  (2%)","181"
"725","A.
It helps to clarify the comparisons made in Paragraph 3.  (13%)","182"
"726","B.
It introduces a difficulty to be resolved in subsequent paragraphs.  (27%)","182"
"727","C.
It anticipates the significant disparities discussed in Paragraph 4.  (14%)","182"
"728","D.
It exemplifies an idea developed further in the last paragraph.  (44%)","182"
"729","A.
significant cultural exchange.  (22%)","183"
"730","B.
a conceptual similarity across diverse intellectual traditions.  (64%)","183"
"731","C.
a common source for diverse intellectual traditions.  (10%)","183"
"732","D.
new approaches to scholarship.  (2%)","183"
"733","A.
In Plato's Theory of Forms, ""all things possess a degree of reality commensurate with how closely they resemble the Good"" (Paragraph 3).  (57%)","184"
"734","B.
""[A]cceptance of a humanistic framework can be gained by endeavouring to encompass and surpass the insights of competing schools of thought"" (Paragraph 1).  (23%)","184"
"735","C.
There are notable parallels between ""Neo-Confucian and Augustinian ideologies regarding the nature of evil"" (Paragraph 4).  (9%)","184"
"736","D.
""In Neo-Confucian doctrine, the 'Supreme Ultimate' comprises principle, conceived of as the origin and essence of existence, and material force, which permeates corporeal things"" (Paragraph 2).  (10%)","184"
"737","A.
algebra and arithmetic.  (67%)","185"
"738","B.
zoology and botany.  (8%)","185"
"739","C.
geology and astronomy.  (12%)","185"
"740","D.
fiction and non-fiction.  (11%)","185"
"741","A.
displayed her surprising viewpoints.  (74%)","186"
"742","B.
reflected her unconventional education.  (9%)","186"
"743","C.
bent the contest rules.  (1%)","186"
"744","D.
portrayed individuals who seemed unlike her.  (14%)","186"
"745","A.
dislike for the artists of her own day.  (0%)","187"
"746","B.
passion for the social causes highlighted in their works.  (11%)","187"
"747","C.
appreciation for a holistic approach to artistic expression.  (82%)","187"
"748","D.
emphasis on the actual artworks rather than artistic principles.  (5%)","187"
"749","A.
Promoting the establishment of a memorial library for the Kennedy presidency  (8%)","188"
"750","B.
Organizing exhibitions of famous artworks and concerts by renowned musicians  (76%)","188"
"751","C.
Setting fashion trends with elegant and sophisticated clothing styles  (7%)","188"
"752","D.
Initiating a ""historic restoration"" of the White House and its furnishings  (8%)","188"
"753","A.
II only  (0%)","189"
"754","B.
III only  (1%)","189"
"755","C.
I and II only  (5%)","189"
"756","D.
I, II, and III  (91%)","189"
"757","A.
explore Jackie's many facets.  (10%)","190"
"758","B.
outline Jackie's early life.  (1%)","190"
"759","C.
emphasize Jackie's uniqueness.  (79%)","190"
"760","D.
investigate Jackie's popularity.  (7%)","190"
"761","A.
the program's content would emphasize entertainment over the educational aspect.  (3%)","191"
"762","B.
viewers would respond to the program differently than they would to a non-educational program.  (1%)","191"
"763","C.
the program's viewership would not be diminished by its educational content.  (93%)","191"
"764","D.
educators would have good reason to be happy about the program's existence.  (1%)","191"
"765","A.
Square One's game shows focused on education.  (53%)","192"
"766","B.
Square One presented its material in a variety of different forms.  (15%)","192"
"767","C.
Square One's music videos tended to be humorous.  (23%)","192"
"768","D.
Square One included some entertainment that adults understood more than children.  (7%)","192"
"769","A.
an inflexible attitude toward teaching.  (9%)","193"
"770","B.
an ineffective presentation of a lesson plan.  (4%)","193"
"771","C.
an instructional method that is insufficiently entertaining.  (44%)","193"
"772","D.
an instructional method that is overly complex.  (40%)","193"
"773","A.
Square One was successful even among students who did not enjoy mathematics.  (0%)","194"
"774","B.
Square One was the most successful example of well-made ""edutainment"" programs.  (8%)","194"
"775","C.
Square One's success illustrates why ""edutainment"" can be a valuable resource for teachers.  (8%)","194"
"776","D.
Square One was an especially successful example of educational entertainment.  (82%)","194"
"777","A.
""Workout the Answer,"" a skit where a fitness guru explains how to determine the time or distance exercised  (24%)","195"
"778","B.
""Pump Up the Volume,"" a song where a band explains how to measure the volume of geometric shapes  (2%)","195"
"779","C.
""Al Gebra, P.I.,"" a parody where a private investigator explains how to use algebraic variables  (4%)","195"
"780","D.
""Adventures of Gal-culus,"" a cartoon where a superheroine explains how to solve high-level mathematical equations  (68%)","195"
"781","A.
The feathers of a peacock, a distinctive and obvious mark of the species  (10%)","196"
"782","B.
The diamonds around a watch, providing decoration for the timepiece  (51%)","196"
"783","C.
The external frame of a house, supporting the rest of the structure  (9%)","196"
"784","D.
A hidden code in a document, expressing the document's true meaning  (28%)","196"
"785","A.
It would challenge what the author says about Square One's game shows.  (24%)","197"
"786","B.
It would lessen the distinction between commercial game shows and Square One's game shows.  (28%)","197"
"787","C.
It would not affect what the author says about Square One's game shows.  (39%)","197"
"788","D.
It would support what the author says about Square One's game shows.  (7%)","197"
"789","A.
to contrast the modern conception of politics with the classical Aristotelian conception.  (17%)","198"
"790","B.
to explore implications of the fact that politics is essentially based on struggle.  (4%)","198"
"791","C.
to denounce those who aspire to political power without embodying actual leadership.  (3%)","198"
"792","D.
to encourage reform of ideas and practices surrounding modern politics.  (74%)","198"
"793","A.
It would challenge the author's claims about a means/ends distinction.  (7%)","199"
"794","B.
It would change the relevance of the author's reference to Aristotle.  (2%)","199"
"795","C.
It would accord with the author's critique of modern politics.  (86%)","199"
"796","D.
It would suggest that the author's concerns are understated.  (4%)","199"
"797","A.
In the classical conception of politics, political power is an end in itself.  (27%)","200"
"798","B.
Some politicians would be better off if they did not seek to remain in office.  (39%)","200"
"799","C.
The ""false microcosm"" can never be completely eliminated.  (20%)","200"
"800","D.
""Playing politics"" is an inefficient method for winning elections.  (12%)","200"
"801","A.
Integrity  (84%)","201"
"802","B.
Compassion  (13%)","201"
"803","C.
Self-assuredness  (1%)","201"
"804","D.
Optimism  (0%)","201"
"805","A.
One party blocks all legislation proposed by another and then tells voters the other party has achieved nothing in office.  (3%)","202"
"806","B.
In preparation for a re-election campaign, a congressional representative researches the most effective ways to attack her likely opponent.  (4%)","202"
