id,text,correct_answer,passage_id,explanations
497,The study design described in the passage is most aligned with which theory of motivation?,B,84,"The expectancy theory of motivation proposes that individuals are motivated to act based on the expected outcomes of their behavior.  According to this theory, motivation involves expectancy, instrumentality, and valence:
Expectancy is the belief that one will be able to achieve the desired outcome.  Asking participants to rate how successful they think they will be at losing weight is a measure of expectancy.
Instrumentality is the belief that one has control over the desired outcome.  Asking participants to rate how much control they believe they have over their success is a measure of instrumentality.
Valence involves the value placed on the desired outcome.  If the researchers also asked participants to rate how much they wanted to lose weight, this would be a measure of valence.
(Choice A)  The arousal theory of motivation suggests that individuals are motivated to maintain an optimum level of arousal.  When underaroused, people seek activities to increase stimulation (eg, if bored at home, one will go out dancing).  When overaroused, people seek to decrease stimulation (eg, if overwhelmed at a party, one will step outside for quiet).
(Choice C)  The incentive theory of motivation suggests that individuals are motivated according to external rewards.  Therefore, people engage in the behavior that results in the most desirable outcomes.  For example, people are motivated to go to work to make money.
(Choice D)  The humanistic theory of motivation suggests that, assuming more basic needs (like hunger) have been met, individuals are ultimately motivated to seek self-actualization, the ultimate fulfillment of their own potential.  The motivation to pursue a medical degree is an example of wanting to fulfill one's potential.
Educational objective:
The expectancy theory of motivation proposes that motivation results from expectancy (believing one is capable of achieving an outcome), instrumentality (believing one has control over the outcome), and valence (believing the outcome is desirable)."
498,According to the Maslow hierarchy of needs:,B,84,"In the Maslow hierarchy of needs, the desire to lose weight to look and feel healthy and accomplished is an example of an esteem need, a psychological need that can be met after basic needs are satisfied.  Maslow proposed that humans are motivated to achieve certain needs, which are arranged in a hierarchy of importance:  basic needs must be met before psychological needs can be addressed, and psychological needs must be met before self-fulfillment needs can be addressed.
Basic needs include physiological needs and safety needs.  Physiological needs are the basic elements necessary for survival, such as sleep, water, food, and air.  Safety needs involve protection from danger, a sense of security, law and order, and freedom from fear.
Psychological needs include love/belonging needs and esteem needs.  Love/belonging needs include the need for connection with friends, family, and romantic partners with regard to affection, trust, and acceptance; they also involve the need to feel integrated into a group, society, or culture.  Esteem needs involve the desire to feel accomplished and productive within a society.  These involve the need for feelings of achievement, independence, and respect.
Self-actualization needs involve a desire to seek personal experiences that allow one to reach full potential.  Although Maslow believed that every person was capable of attaining self-actualization, he held that progress toward self-actualization would be thwarted by failure to attain lower needs.
(Choice A)  According to Maslow's theory, physiological needs are at the bottom of the pyramid and must be fulfilled before any other needs.  Therefore, successful weight loss is not required before physiological needs can be met.
(Choice C)  A desire to eat food, however unhealthy, most closely corresponds to a physiological need.  The desire for love and belonging, as conceptualized by Maslow, pertains to intimate human interactions.
(Choice D)  Losing weight to improve health is a basic, physiological need, whereas losing weight for social acceptance is a higher, psychological need.
Educational objective:
The Maslow hierarchy of needs proposes that basic needs (physiological and safety) must be met before psychological needs (love and belonging, esteem) can be attained.  All lower needs must be addressed before one can reach the pinnacle of the hierarchy:  self-actualization."
499,Which of the following proactive weight loss strategies is most consistent with drive-reduction theory?,D,84,"Drive-reduction theory proposes that motivation is a result of a disruption of homeostasis, which generates a biological need.  The biological need generates a drive to fulfill that need, which prompts action.  For example, when blood glucose levels drop, an organism feels hungry and engages in food-seeking behaviors.  Therefore, eating slowly and mindfully and stopping when full is a strategy that addresses a physiological need and is most consistent with drive-reduction theory.
(Choice A)  Keeping a food journal does not directly address the reduction of a physiological drive.
(Choice B)  Secondary reinforcers (eg, new clothes) do not address the reduction of a drive; this strategy more closely aligns with incentive theory.
(Choice C)  Exercise disrupts homeostasis.  Although this disruption is positive and leads to healthy physiological adaptations, this strategy is the opposite of drive-reduction theory.
Educational objective:
According to drive-reduction theory, motivation is the result of a disruption in homeostasis, which produces a physiological need (eg, hunger), which leads to a drive (eg, desire to eat).  Homeostasis is reestablished once the drive is reduced."
500,"If the study researchers concluded that their hypothesis was correct, which of the following was most likely their hypothesis?",A,84,"Figure 2 shows the correlation between weight loss and the initial expectation of success scores of participants in each group.  In all groups, individuals with lower expectation of success scores lost less weight, and those with higher expectation of success scores lost more weight.  Therefore, expectation of success was positively correlated with weight loss, or, as expectation of success scores increased, so did the amount of weight loss.
Pearson's correlation coefficient (r) indicates the strength and direction of the linear relationship between two variables.  The closer r is to −1 or 1 (ie, an absolute value of 1), the stronger the correlation.  Positive r -values reflect a positive correlation between variables (as one variable increases, so does the other) and negative r -values indicate a negative correlation between variables (as one variable increases, the other decreases).
(Choice B)  The negative reality group lost weight over time (negative thinking was associated with successful weight loss); therefore, negative thinking does not appear to be negatively correlated with weight loss.
(Choices C and D)  Figure 1 shows that each group had a similar difference between the average starting weight and average ending weight, suggesting little difference in weight loss success among the groups.  The positive fantasy group appeared to have lost approximately the same amount of weight as the other two groups, although the strength of the correlation between success scores and weight loss is the weakest, reflected in the correlation coefficient that has the lowest absolute value.
Educational objective:
A correlation coefficient (r-value) with an absolute value close to 1 indicates a strong linear relationship between variables.  Positive correlations reflect scores that move in the same direction (both increase; both decrease), while negative correlations reflect scores that move in opposite directions (one increases while the other decreases)."
501,Which of the following participants are most likely to experience learned helplessness?,D,84,"Learned helplessness describes feelings of extreme powerlessness along with a perceived lack of control, often resulting from a series of failures or trauma.  When an individual starts to feel that his efforts are futile and stops trying altogether, learned helplessness has occurred.  Learned helplessness has been associated with an external locus of control and low self-efficacy.
Locus of control is defined by whether an individual believes her actions will impact the outcome of a situation.  An individual with an internal locus of control feels that she has power to influence the outcome; an individual with an external locus of control feels that the outcome is due to luck or fate, which she cannot influence.
Self-efficacy describes a person's beliefs about his own competence or ability at a certain task.  Self-efficacy can vary from task to task.  For example, someone with high self-efficacy for math may have low self-efficacy for playing soccer.  Self-efficacy can also change over time.  For example, after attending a soccer camp, the individual's self-efficacy for soccer may be high.
The expectation of success score reflects self-efficacy, whereas the control of success score reflects locus of control. Those who selected ""not successful"" (low self-efficacy for weight loss) and ""no control"" (external locus of control for weight loss) are the most likely to experience learned helplessness (Choices A, B, and C).
Educational objective:
Learned helplessness describes feelings of powerlessness and loss of control, often occurring after a series of failures or trauma.  Learned helplessness is tied to low self-efficacy (personal beliefs about one's abilities) and an external locus of control (personal beliefs about whether one can influence the outcome of a situation)."
502,Which of the following statements is a situational attribution that is consistent with the information in the passage?,B,84,"Individuals in residentially segregated, low-income neighborhoods (ie, high-poverty neighborhoods) are subjected to spatial inequality: exposure to higher rates of crime, violence, pollution, and other environmental health risks that negatively impact their health.
To explain behavior (our own or that of others) we make attributions, which are dispositional/personal (ie, based on internal characteristics such as motivation) or situational/environmental (ie, based on external factors such as the neighborhood in which one grew up).
The statement that individuals from low-income neighborhoods drop out of school due to environmental stressors is a situational attribution (ie, based on an external factor) consistent with the concentration of poverty in certain neighborhoods (Paragraph 2) and the association between poverty and lower graduation rates (Paragraph 4).
(Choice A)  The statement that individuals remain impoverished because they lack motivation is a dispositional/personal attribution that blames poverty on characteristics of the individual.
(Choice C)  The statement that individuals who break the cycle of poverty are more resilient than those who remain impoverished is a dispositional/personal attribution that implies that if one is resilient enough (ie, a personal quality) the cycle of poverty can be broken.
(Choice D)  The passage does not compare the health of individuals just above and below the poverty threshold.  Furthermore, incremental increases in social strata correspond to incremental increases in health (socioeconomic gradient in health), so people just above the poverty threshold are only marginally healthier than those just below it.
Educational objective:
Residentially segregated, low-income neighborhoods have more crime, violence, pollution, and other environmental health risk factors (spatial inequality).  Attributions are explanations for behavior and can be dispositional/personal (ie, based on internal characteristics) or situational/environmental (ie, based on external factors)."
503,The third paragraph most directly describes the relationship between poverty and:,B,84,"Social exclusion
Inability to participate:
Economically (ie, as an income earner or consumer)
Socially (ie, limited/no interaction with others in society)
Civically (ie, community and political involvement)
Social exclusion occurs when individuals are marginalized to the point of being unable to participate in society economically (eg, earning money, purchasing goods/services), socially (eg, interacting with others), and civically (eg, voting).  Social exclusion is tied to many circumstances that are stigmatized in society (eg, mental illness, poverty), although it is unclear whether social exclusion is a cause or a result of such factors.
The third paragraph, which states that poverty prevents or limits access to productive social activities, such as working, buying goods and services, community and political involvement, and engagement with social networks, most directly describes the relationship between poverty and social exclusion.
(Choice A)  Social control is the exertion of influence by a group (eg, family, society as a whole) to ensure that the behavior of individuals conforms to that of the group.  The third paragraph does not describe the relationship between poverty and social control.
(Choice C)  False consciousness refers to individuals from lower classes adopting the misleading views of the upper class and therefore accepting the status quo (eg, injustice, exploitation).  The third paragraph does not describe the relationship between poverty and false consciousness.
(Choice D)  McDonaldization describes the process by which extreme efficiency and rationalization produce negative consequences in society (eg, reduced quality of products).  The third paragraph does not describe the relationship between poverty and McDonaldization.
Educational objective:
Social exclusion is the marginalization of individuals so that they are unable to participate in society economically (through earning or spending money), socially (through interaction with others), or civically (through political or other community engagement)."
504,The conclusion drawn from the longitudinal study described in the final paragraph would be best supported by a follow-up study that found a:,A,84,"Social reproduction refers to the fact that successive generations tend to occupy the same social class (eg, children born into lower social class families tend to occupy a lower social class as adults).  Social reproduction occurs because social structures (eg, tax laws) maintain and perpetuate social inequality over time.
The conclusion by the longitudinal study that the social reproduction of poverty occurs because lower-income parents lack economic resources (ie, economic capital), social connections (ie, social capital), and knowledge about the education system (ie, cultural capital) would best be supported by a follow-up study demonstrating a positive correlation between children's educational attainment and their parents' cultural capital.
(Choice B)  A positive correlation between parent's educational attainment and their desire to help their children succeed undermines the longitudinal study's conclusion that there was no difference in terms of parents wanting to help their children succeed.
(Choice C)  A negative correlation between children's future earnings and their parents' economic capital (ie, children from low-income families grow up to earn a high income) undermines social reproduction and does not support the longitudinal study's conclusion.
(Choice D)  A negative correlation between children's future earnings and their parents' desire to help their children succeed (ie, children who earn a high income as adults had parents who had little desire to help them succeed) undermines the longitudinal study's conclusion that there was no difference in terms of parents wanting to help their children succeed.
Educational objective:
Social reproduction occurs when social class remains unchanged from one generation to the next (eg, children born into a lower social class tend to occupy a lower social class as adults)."
505,The experts' suggestion about the education system in the final paragraph draws most directly from which of the following sociological concepts?,D,84,"Educational stratification refers to the mechanisms that produce inequality in educational access (eg, schools available to students) and outcomes (eg, graduation rates, college matriculation) in society.  Students are stratified in the education system as a result of social characteristics, such as parent's income or influence.
Educational stratification occurs on multiple levels.  For instance, students with high social standing (eg, wealth) have many options (eg, well-funded local public schools, private schools), whereas students with low social standing have fewer options (ie, limited access to quality schools and teachers).
The experts' suggestion in the final paragraph that the education system perpetuates income disparities through the unequal distribution of resources (ie, funding, quality teachers) draws most directly from the concept of educational stratification.
(Choice A)  Stereotype threat occurs when members of a group are made aware of a negative stereotype about their group before engaging in an activity, causing performance to suffer.  The experts' suggestion about the education system does not reflect stereotype threat.
(Choice B)  Formal curriculum includes the explicit, official content taught to students in the educational system, whereas the hidden curriculum promotes certain values and behaviors implicitly.  The stratification of the educational system is an aspect of the hidden (not formal) curriculum.
(Choice C)  Teacher expectancy occurs when a teacher's beliefs about a student result in the student meeting the teacher's expectations and is thought to occur as a result of the teacher's behavior toward the student.  The experts' suggestion about the education system does not reflect teacher expectancy.
Educational objective:
Educational stratification refers to the social mechanisms that produce inequality in educational access (eg, school options) and outcomes (eg, graduation rates)."
506,"To produce an aggregate measure of social stratification (Paragraph 1), a researcher would be most likely to assess which of the following factors?",C,84,"Social stratification
Social class
Economic assets (eg, income, property)
Social status
Prestige (ie, favorable reputation) among others in society
Power
Ability to exert control over the actions of others
Social stratification is the hierarchical organization of individuals in society based on social class, social status, and power:
Social class is largely determined by economic resources (eg, income, property).  Wealthy individuals are at the top of the social hierarchy, whereas those in the working and lower classes are at the bottom.
Social status refers to one's prestige (reputation).  Certain careers (eg, physician), personal characteristics (eg, attractiveness), and achievements (eg, winning an Olympic gold medal) confer status that is not necessarily tied to wealth (although it can be).
Power is the ability to control others.  Certain careers (eg, politician) and accomplishments (eg, a large social media following) increase one's power.
Therefore, in order to produce an aggregate measure of social stratification, a researcher would be most likely to assess social class, social status, and power.
(Choice A)  Although one's power and property (ie, an indicator of social class) are important measures of social stratification, charismatic authority results from extraordinary claims or personal appeal (eg, leaders are seen as legitimate because they are inspiring).  Power, charismatic authority, and property would not provide the best aggregate measure of social stratification.
(Choice B)  Social role (expected behavior in social situations), social capital (the advantageous ties in one's social network), and social networks (nonhierarchical webs of interaction between people) would not provide the best aggregate measure of social stratification.
(Choice D)  Although one's social class is an important measure of social stratification, social role (expected behavior in social situations) and social identity (how ideas about oneself are shaped by group membership) are not useful for an aggregate measure of social stratification.
Educational objective:
Social stratification is the hierarchical organization of individuals in society based on their social class (eg, income), social status (eg, prestige), and power (ie, influence over others)."
507,Does the passage provide a threshold for absolute poverty?,B,84,"Absolute poverty is the inability to secure the basic necessities of life, such as food, clean water, and shelter.  Relative poverty, which is defined in comparison to the economic conditions of others, is a more subjective measure encompassing quality-of-life issues, such as relatively longer travel times to reach medical care using public transportation because one cannot afford a car.
The first paragraph describes poverty thresholds defined as 50% of the median household income in a given country, which is a measure of relative (not absolute) poverty.
(Choice A)  Absolute poverty has a relatively standardized definition: the inability to meet the basic necessities of life, regardless of where one lives.  Relative poverty is based on the economic standards of others, so it is less standardized and more dependent on the economic circumstances of others.
(Choice C)  The first paragraph describes the poverty threshold as 50% of the median household income in a given country (relative poverty), not as the threshold below which individuals are unable to meet their basic needs (absolute poverty).
(Choice D)  Although the threshold described in the first paragraph is a global standard that can be applied to any given country, it is the standard for relative poverty, not absolute poverty.
Educational objective:
Absolute poverty is the inability to secure basic life necessities (eg, food, shelter).  Relative poverty, defined in comparison to the economic conditions of others, is the inability to meet the standards of the society in which one lives (eg, inability to afford a car if most others in society have a car)."
508,"Based on the stories of Jake and Michael, the investigators might conclude that resilience is:",A,84,"Social classes in the United States
Social class
Subcategories
Description
Approximate proportion
Upper class
Capitalists, elites
Wealthiest, most influential members of society
(eg, heirs to family fortunes, top executives)
1%
Middle class
Upper middle class
Highly educated, well-paid professionals
(eg, doctors, lawyers, upper-level management)
14%
Lower middle class
Educated professionals & semi-professionals with average wages
(eg, nurses, teachers, lower-level management)
30%
Lower class
Working class
Clerical & manual laborers with adequate wages
(eg, factory workers, clerical workers, retail sales)
30%
Working poor
Low-skill service, clerical & manual laborers with low wages
(eg, day laborers, service industry)
22%
Underclass
Unemployed or employed part-time, often relying on social services
3%
Sociologists conceptualize society as being stratified, or comprised of hierarchical categories known as social classes.  The three major social classes are the upper class, middle class, and lower class.  Several factors contribute to a person's social class, including the social class of one's parents, educational attainment, and income/occupation.  Social class impacts life outcomes:  upper classes have the most privilege (eg, access to the best schools, health care, jobs) and power (ability to influence or control others).
The investigators would most likely conclude that resilience is positively correlated with social class in adulthood because despite similar circumstances, Michael (high resilience) advanced to a middle-class lifestyle whereas Jake (low resilience) remained in the lower class.  When variables are positively correlated, increases in one variable (resilience) are associated with increases in the other (social class).
(Choice B)  Social reproduction refers to the fact that successive generations tend to occupy the same social class.  In other words, children born into lower-class families tend to remain lower class as adults.  Michael's trajectory defies social reproduction as he advanced his social class.  Therefore, social reproduction appears to be negatively correlated with resilience (as resilience increases, social reproduction is less likely).
(Choice C)  Social privilege is a theory that certain advantages are available only to certain people in society.  For example, higher education is considered a social privilege for middle- and upper-class children.  Jake and Michael grew up with similar underprivileged childhoods but demonstrated very different outcomes, so it is not possible to determine whether social privilege is correlated with resilience.
(Choice D)  Social stratification is the categorization of people within a society into hierarchical social classes.  Michael advances social strata (level in the hierarchy) while Jake does not.  Therefore, social stratum in adulthood appears to be positively correlated with resilience (as resilience increases, people advance in social strata).
Educational objective:
There are three generally recognized social classes (categories of people based on wealth, occupation, and status) in the United States—the upper, middle, and lower classes.  Those in the upper class tend to have the most power and prestige in society.  This hierarchical categorization is known as social stratification."
509,Michael and his wife share what type of kinship?,A,84,"Types of kinship
Consanguineal
Based on genetic relationship (eg, biological parents)
Affinal
Based on marriage (eg, spouses)
Fictive
Social ties that are not consanguineal or affinal (eg, adopted children)
Degrees of kinship
Primary
First-degree family members (eg, mother)
Secondary
Primary kin of first-degree family members (eg, mother’s brother)
Tertiary
Secondary kin of first-degree family members (eg, mother’s uncle)
In sociology, kinship describes how individuals in society are related to one another, including connections through birth, marriage, adoption, or other socially defined relationships (eg, godparents, fraternity brothers).
There are three major types of kinship: consanguineal (genetically related individuals), affinal (individuals related through marriage), and fictive, which describes individuals related through something other than genetics or marriage.  Also known as chosen kin or voluntary kin, fictive kin may share bonds through law (eg, adopted children), religion (eg, godparents), close family friendships, and other such means.
Kinship is also defined by degree of relatedness.  The nuclear family is considered the basic social unit or grouping in society and is defined as two coupled (usually married) adults and their offspring.  Primary kin are nuclear family members sharing one of three possible relationships:  spouses, parent/child, siblings.  Secondary kin are one degree removed from the nuclear family (eg, grandparent, aunt, brother-in-law).  Tertiary kin are two degrees removed from the nuclear family (eg, cousin, brother-in-law's mother).
(Choice B)  Michael's relationships to his son and mother (not his wife) are examples of consanguineal kinship.
(Choice C)  Michael's relationship to his adopted daughter is an example of fictive kinship.
(Choice D)  Michael's relationship to his wife is a primary, not a secondary, form of kinship.
Educational objective:
Kinship describes how individuals in society are related.  Consanguineal kin are related by blood, affinal kin are related by marriage, and fictive kin are related by other means (adoption, religion).  The nuclear family (two married adults and their offspring) is the basic social unit composed of primary kin.  Secondary kin are one degree removed from the nuclear family (eg, uncle) and tertiary kin are two degrees removed (eg, uncle's wife)."
510,The type of environment in which Jake and Michael grew up is most directly defined by:,D,84,"Spatial inequality results from the uneven distribution of wealth and resources across a geographic area.  Some of the best examples of spatial inequality are low-income subsidized housing projects (where Jake and Michael grew up) because these typically concentrate large numbers of lower-income individuals into one area that is geographically separated or isolated from middle- and upper-income areas.
The physical separation of groups by social characteristics such as race/ethnicity and socioeconomic status is known as residential segregation.  Segregated neighborhoods experience different degrees of environmental benefits (access to safe parks and good schools) and environmental burdens (crime, pollution); this is known as environmental injustice.  Spatial inequality results in the worst health outcomes for residents in the poorest neighborhoods because of increased exposure to violence and environmental risks.
(Choice A)  Gentrification occurs when higher-income residents begin to move into lower-income urban areas, resulting in renovation and increased property values that displace the original lower-income residents.  Although the neighborhood where Jake and Michael grew up is a poor, high-crime area, there is no evidence of the urban renewal necessary for gentrification.
(Choice B)  Absolute poverty is the inability to secure the basic necessities of life, such as food and shelter.  Relative poverty is subjectively defined in comparison to the economic conditions of others.  Living in a high-crime public housing project reflects poverty that is relative to others in the same urban area with nicer living conditions.
(Choice C)  Institutional discrimination is the unfair treatment of some people, typically lower-income individuals or members of minority groups, by social structures (eg, laws, education system).  If law enforcement arrests more minority men than white men, this would constitute institutional discrimination.  Spatial inequality, while related to institutional discrimination, more directly describes the type of environment in which Jake and Michael grew up.
Educational objective:
Spatial inequality is the unfair distribution of wealth and resources across a geographic area.  Spatial inequality includes residential segregation, the physical separation of groups by race/ethnicity and socioeconomic status, and environmental injustice, increased crime and pollution in lower-income neighborhoods.  Spatial inequality results in poor health outcomes for lower-income individuals."
511,Which of the following supports the study's primary finding in explaining why Michael has experienced fewer health problems than Jake?,B,84,"Types of social support
Emotional
Love, affection, intimacy
Esteem
Encouragement, confidence
Tangible
Money, resources, food, a place to sleep when needed
Informational
Advice, information
Companionship
Mere presence, sharing in an activity
Social support refers to the people who provide a network of love, help, and resources throughout one's lifetime.  Social support can be provided by family, friends, coworkers, coaches, religious and social organizations, online networks, and even pets.  Social support fulfills emotional (eg, physical intimacy), esteem (eg, encouragement), tangible (eg, a place to live), informational (eg, advice) and companionship (eg, activity partners) needs.
Studies suggest that individuals with strong social support networks tend to have better health, possibly because social support lessens the impact of stress (but the exact mechanism is unclear).  The study's primary finding is that high-resilience men had received more social support outside their immediate families while growing up than did low-resilience men.  The fact that Michael has experienced fewer health problems than Jake can be best explained by his close relationship with his pastor, who helped him handle stress productively while he was growing up.
(Choice A)  Michael's wife convincing him to quit smoking and to see his doctor regularly is an example of social support provided by immediate family while he is an adult.  The results suggest that social support provided by individuals outside the immediate family while growing up was critical for high-resilience men in the study.
(Choice C)  Although Jake's lack of health insurance as an adult does help to explain his poorer health, it is not an explanation based on the primary finding that low-resilience men lacked social support while growing up.
(Choice D)  The results do suggest that low-resilience men are more anxious, disagreeable, and pessimistic, traits that describe neuroticism, which is correlated with anxiety and depression.  However, this explanation is not based on the primary finding that low-resilience men lacked social support while growing up.
Educational objective:
Social support refers to the social network of relationships that provide assistance, resources, and intimacy.  Social support fulfills emotional, esteem, tangible, informational, and companionship needs.  People with strong social support networks tend to experience better health than those with weak social support."
512,This study is most likely viewing human development from the perspective of:,C,84,"Major theories of human development
Area
Theorist
Development theory
Major attributes
Personality
Sigmund Freud
Psychosexual
Five psychosexual stages, focused on childhood
Unresolved childhood conflict impacts adult personality
Erik Erikson
Psychosocial
Eight psychosocial stages throughout life
Unresolved crisis at any age impacts adult personality
Cognition
Lev Vygotsky
Sociocultural
cognitive
Child’s cognitive development based on social interaction
Jean Piaget
Cognitive
Four universal stages of childhood cognitive development
Cognitive development is based on age
Morality
Lawrence Kohlberg
Moral
Six stages of lifespan moral development
Most individuals do not progress past stage 3 or 4
This study defines resilience as the ability to prevail despite threats to adequate psychosocial development.  Therefore, this study appears to be basing human development on Erik Erikson's psychosocial theory.
There are many different theories focusing on various aspects of human development.  Psychoanalytic theories, like those of Freud and Erikson, focus on personality development.  Erikson's theory focuses on how personality is shaped by social interaction throughout a lifetime.
(Choice A)  Cognitive theories of human development attempt to describe how learning and mental processes progress.  Piaget's theory contends that children progress through four universal stages that reflect the acquisition of predictable mental skills.  This study does not assess human cognitive development.
(Choice B)  Freud's theory proposes that progression through psychosexual stages as a child determines adult personality.  This study assessed the ability to prevail in the face of threats to adequate psychosocial (not psychosexual) development.
(Choice D)  Lawrence Kohlberg's theory of moral development proposes that humans progress through stages of moral and ethical reasoning throughout their lifetime, starting with basic moral reasoning during childhood and progressing to more abstract reasoning in adulthood.  Moral reasoning development is not assessed in this study.
Educational objective:
Theories of human development focus on personality, cognition, and morality.  Psychoanalytic theories describe personality development in terms of childhood conflicts (Freud) or a series of lifetime crises (Erikson).  Cognitive theories attempt to describe the importance of nurture (Vygotsky) versus nature (Piaget) in the development of thinking.  Moral development theories (Kohlberg) attempt to define the progression of moral reasoning throughout a lifetime."
513,"When asked why he was successful while his classmate Jake was not, Michael replied, ""Jake was just a bad person, whereas I took advantage of my opportunities.""  This reasoning is LEAST consistent with which concept?",A,84,"A self-fulfilling prophecy occurs when a belief about oneself (eg, ""I'm a terrible test taker"") causes behavior that makes the belief come true (eg, belief causes test anxiety, resulting in actual poor performance).  In other words, the belief itself, regardless of if the belief is true or justified, directly or indirectly initiates a chain of events that prove the belief true.  Michael's comments about Jake are not consistent with a self-fulfilling prophecy.
(Choices B, C, and D)  Attributional biases are cognitive biases (irrational thought processes) that occur when individuals attempt to understand their own behavior or the behavior of others.  Common errors are often made when individuals attribute their own behavior (or the behavior of others) to some cause, including:
Just world phenomenon
Fundamental attribution error
Self-serving bias
The just world phenomenon is an attributional bias that occurs when one believes that the world is fair and good things happen to people who are hard-working and good and that bad things happen to people who are bad or lazy.  Michael's attributing Jake's failure to being ""a bad person"" and his own success to having taken advantage of opportunities is an example of the just world phenomenon (Choice B).
The self-serving bias is an attributional bias that occurs when people attribute their success to themselves (I earned it because I worked hard) but blame their failure on external circumstances (I failed because the teacher hates me).  Michael's attributing his success to his own hard work is an example of the self-serving bias (Choice C).
The fundamental attribution error is an attributional bias that occurs when one attributes another's behavior to internal factors, such as personality, instead of external or situational factors.  Michael's attributing Jake's outcome to his personality (""He was always just a bad person"") exemplifies the fundamental attribution error (Choice D).
Educational objective:
When attempting to understand behavior, people often make attributional biases.  The just world phenomenon occurs when one believes that bad things happen only to bad people.  The fundamental attribution error occurs when people attribute the behavior of others to their personality rather than external factors.  The self-serving bias occurs when one attributes one's own success to internal (instead of external) factors."
514,"Based on the passage, the control subjects in Study 2 could also develop which additional conditioned response?",B,84,"In classical conditioning, a previously neutral stimulus causes an organism to react in a manner similar to the reaction to a natural or unconditioned stimulus after the two stimuli have been paired.  Unconditioned stimuli (eg, meat) are biologically arousing, causing an innate (untrained) reaction called an unconditioned response (eg, salivation).  Neutral stimuli (eg, bell) do not produce a meaningful response.  After being paired with the unconditioned stimulus, the previously neutral stimulus, now termed the conditioned stimulus, causes the organism to react with a learned, or conditioned response (eg, salivation in response to a bell).  The conditioned response is typically similar to the unconditioned response.
For patients receiving chemotherapy, the room, apparatus, smells, and other characteristics of the context (neutral stimuli) could become associated with the experience of nausea because it is in this environment that the cytotoxic medication (unconditioned stimulus) caused the nausea (unconditioned response).  After learning, those contextual characteristics of the room (conditioned stimulus) will provoke AN (conditioned response) before the cytotoxic medication is administered.  Similarly, a patient could develop the additional conditioned response of feeling fatigue when entering the chemotherapy room.
(Choices A and D)  Unconditioned responses occur naturally (or biologically) as a result of unconditioned stimuli; they are not learned.  Hair loss follows chemotherapy medication because it destroys the hair follicle cells, and nausea naturally results from motion sickness.
(Choice C)  Control subjects in Study 2 received only water, so they would not develop a conditioned response (ie, difficulty concentrating) in association with novel-flavored beverages.
Educational objective:
Unconditioned responses occur naturally, without learning (eg, nausea in response to cytotoxic medication).  Conditioned responses occur when a neutral stimulus (eg, chemotherapy equipment) is paired with an unconditioned stimulus (eg, cytotoxic medication)."
515,"Which of the following is NOT accurate regarding antiemetic medications, which are administered to patients undergoing chemotherapy to treat or prevent N/V?",A,84,"N/V is an aversive stimulus.  Antiemetic medications can be administered while patients are experiencing N/V to treat their N/V, or before chemotherapy to prevent N/V entirely.  Either scenario may result in operant conditioning, in which the likelihood of an individual repeating a behavior is influenced by the outcome of that behavior (ie, by reward or punishment).
Behavior is increased or maintained by reinforcement; positive reinforcement occurs when a desirable stimulus is applied, encouraging a behavior to happen again.  For example, a young child receives a lollipop (desirable stimulus) for good behavior during a medical appointment, which increases the likelihood of future good behavior.
In terms of the answer choice that is not accurate regarding antiemetic medications, an antiemetic that prevents a recurrence of N/V is inhibiting an undesirable stimulus, not adding a desirable stimulus; therefore, it is not an example of positive reinforcement.
(Choice B)  Negative reinforcement occurs when an undesirable stimulus is withdrawn, which encourages a behavior to happen again.  For example, taking an antiemetic to treat (remove) current PN (unpleasant stimulus) increases the likelihood of the individual taking the medication in the future, which is negative reinforcement.
(Choice C)  Escape learning occurs when an individual learns how to terminate a current unpleasant stimulus.  For example, an antiemetic that treats current PN may produce escape learning, as the individual learns that taking the medication stops N/V (unpleasant stimulus).
(Choice D)  Avoidance learning occurs when an individual figures out how to prevent experiencing the unpleasant stimulus in the future.  For example, taking an antiemetic before chemotherapy, thereby preventing a recurrence of N/V (unpleasant stimulus), is an example of avoidance learning.
Educational objective:
In operant conditioning, the outcome of a behavior impacts the likelihood that the behavior will be repeated; behavior increases due to reinforcement, and it decreases due to punishment.  Positive reinforcement refers to a desirable stimulus being applied, whereas negative reinforcement is an undesirable stimulus being withdrawn."
