id,title,content,subject,question_count,topic
38,Passage Title: The Scream,"Norwegian artist Edvard Munch's instantly identifiable painting Der Schrei der Natur or, more simply, The Scream, destabilizes the very concept of a work of art as discrete and unique.  Boasting two versions in pastel and two in oil as well as a lithograph—all generated between 1893 and 1910—Munch's masterpiece arguably constitutes not a single but a multiplicitous work.  Moreover, Munch originally conceived of the painting not as a freestanding piece but as part of a more ambitious project called the Frieze of Life.  The Frieze included 22 panels portraying life circumstances and moods, such as illness, love, and death; the panel depicting despair was the precursor for The Scream.
In a poem based on an 1892 diary entry, Munch relates the genesis of what would become his most celebrated work.  He was walking across a bridge with two friends in the vicinity of Ekeberg Hill, overlooking Oslo, when ""…the sun was setting—suddenly the sky turned blood-red—I paused, feeling exhausted, and leaned on the fence—there was blood and tongues of fire above the blue-black fjord and the city––my friends walked on and I stood there trembling with anxiety—and I sensed an infinite Scream passing through nature.""
The artistic consequence of Munch's terrifying epiphany is a black-shrouded figure, ill-defined and ghostlike, whose sickly pale face stares out at the viewer against the menacing background of a bloodshot sky.  Mouth wide open, eyes bulging, hands clasped to its ears in a pose more horrified than horrifying, the figure appears to tremble on a bridge over turbulent waters.
The Scream aptly captured both the self-indulgence and despair characterizing the turn of the twentieth century at the same time that it heralded the existential angst of the mid-century.  Influenced by luminaries such as the impressionist painter Monet and the more deeply expressive Van Gogh, Munch's free-form style, vivid colors, and striking juxtapositions mark this work as avant-garde.
Nevertheless, as art curator Martha Tedeschi asserts, The Scream is one of only a handful of paintings in the history of art able to ""communicate a specific meaning almost immediately to almost every viewer""; its primitive character transmits a raw emotionality and subjectivity.  Unsurprisingly, then, the painting has over-spilt the bounds of traditional art to become an icon of popular culture.  In the 1970s, Andy Warhol mass-produced the image on silk, the serial replications reflecting the painting's own multiplicity.  Wildly appropriated and often misused, the image—through which Munch purported to be doing nothing less than studying his own soul—has appeared on everything from keychains to dormitory posters and is in danger of becoming kitsch.
Interestingly enough, two different versions of The Scream have been the targets of unusual thefts; however, in both instances the paintings were recovered.  First, a version was stolen from the National Gallery in Oslo during the 1994 Olympics in Lillehammer.  In an almost comical heist, two men employed a ladder to easily access a second-story window and abscond with the painting, taking the time to leave a postcard that read, ""Thanks for the poor security.""  Then, in 2004, robbers entered Oslo's Munch Museum in broad daylight, intimidated museum guards with firearms, and used a wire cutter to extract another version of The Scream from the wall along with Munch's Madonna painting.
Munch was a remarkably prolific painter; when he died in 1944, he left a legacy of over a thousand paintings, several thousand drawings, and more than 15,000 prints.  Ironically, however, it is the ""single"" provocative image of The Scream that, as both masterpiece and pop icon, has eclipsed all this artist's other works.",Critical Analysis & Reasoning Skills,5,Humanities
39,"Passage Title: ""The Victorian Internet""","Lasting roughly from 1820 to 1914, the Victorian Era is often defined by its many distinctive sociological conditions, including industrialization, urbanization, railroad travel, imperialism, territorial expansionism, and the frictions sparked by Darwinism and democratic reform.  However, descriptors that may not come as readily to mind are ""the Information Age"" and ""the Age of Communication""; nor would we likely associate this era with something called the ""highway of thought,"" which emanated from the electric telegraph—an invention that, in retrospect, could be renamed ""the Victorian Internet.""  Yet the rise of the electric telegraph in the mid-1800s constituted the greatest revolution in communication since the invention of the printing press in the fifteenth century and until the launch of the World Wide Web at the end of the twentieth century.
Historically, messages could be conveyed only as fast as a person could travel from one location to another.  However, by the end of the eighteenth century, the Chappe brothers had constructed a rudimentary optical telegraph on a hilltop tower in France.  Using the large, jointed arms attached to the roof, operators could form various configurations to communicate a message to a similar tower farther away, which would then relay the message to a third tower, and so on, in a long-distance chain.  Nevertheless, even with telescopes, visibility severely hampered the efficacy of this semaphore system.  After countless attempts by scientists to use electricity to transmit messages, innovators in both Britain and America, including the painter and polymath Samuel F.B. Morse, worked at harnessing electromagnetic forces to send communications via cable.  But while in Britain the technology was initially reserved for railway signaling, in the U.S. it culminated in the transmission of a message along a 40-mile telegraphic wire from Washington, D.C., to Baltimore in 1844.  Using a binary code of short and long electrical impulses, or ""dots and dashes,"" Morse dispatched the words: ""What hath God wrought?""
Within 20 years, telegraph cables crisscrossed the continental U.S. and much of Europe.  The telegraph office became ubiquitous, and telegrams—often bouncing from one office to another like emails tossed from server to server—reached ever more remote destinations.  Following some spectacular failures, a durable cable was stretched across the floor of the Atlantic Ocean, enabling Europe and the U.S. to exchange messages within minutes.  In the 1870s, the British Empire connected London with outposts in India and Australia.  While individual telegram speed remained relatively constant, an endless deluge of information began to pour through the wires.  There was, as Tom Standage observes, ""an irreversible acceleration in the pace of business life,"" reflecting how ""telegraphy and commerce thrived in a virtuous circle.""  It was as though ""rapid long-distance communication had effectively obliterated time and space,"" begetting the phenomenon known as ""globalization.""
A new type of skilled worker, the telegrapher, was born.  He or she belonged to a vast, online community, whose semi-anonymous members shared a unique intermediary role as well as a language of dots and dashes—vaguely prefiguring the exchange of bits and bytes along modern computer networks.  Like today's online communities, these telegraphers fostered their own subculture: jokes and anecdotes flew over the wires; some operators invented systems to play games, and occasional romances blossomed.  Regrettably, hackers, scammers, and shady entrepreneurs also frequented the byways of this early internet.
Predictably, newer forms of the original telegraphic technology—first the telephone and, much later, the fax machine—eventually encroached.  The last telegram departed from India in 2013, but the twenty-first century has arguably seen a revival of this communication form in the text message.  As Standage claims, texting has not only ""reincarnate[d] a defunct nineteenth-century technology"" but reinforced ""the democratization of telecommunications"" inaugurated by the miraculous Victorian Internet.",Critical Analysis & Reasoning Skills,4,Social Sciences
40,"Passage Title: ""Golden Bough or Gilded Twig?""","Ironically, one of the most influential works of anthropology ever written was destined to have its most enduring impact outside that field.  An instantaneous bestseller when it appeared in 1890, Sir James Frazer's The Golden Bough: A Study in Magic and Religion was nevertheless considered controversial for its treatment of many religions as fertility cults centered on a cycle of death and rebirth.  While the book's overwhelming popularity assured its place in posterity, the changing face of science and the further emergence of anthropology as a discipline meant it would end up as reviled as it was revered.  At worst it was dismissed as a relic, an egregious example of ""armchair"" anthropology and an encyclopedic monstrosity; at best it was exalted as a dazzling display of erudition packaged in poetic prose.  Moreover, as a rare example of adventure tale, travelogue, and detective story rolled into one, The Golden Bough was enormously entertaining to read.
First published in two volumes, Frazer's vast compendium of myth and ritual had by 1915 filled twelve.  The work emphasized the striking similarities found in myths across cultures and time periods—in other words, a comparativist or universalist view that Frazer did not invent but employed lavishly, piling example upon example.  Frazer's text proved an intellectual and stylistic phenomenon with an ever-expanding influence on the cultural milieu.  Those pulled into this Frazerian vortex included pioneering psychologists Freud and Jung as well as many of the most creative writers of the early 20th century, such as James Joyce, Joseph Conrad, and T. S. Eliot.  It is perhaps no coincidence that the first one-volume abridgement of The Golden Bough was published in 1922—the same year in which Joyce's experimental novel Ulysses and Eliot's unorthodox poem The Waste Land appeared in print.
The year 1922 also saw the publication of such groundbreaking anthropological works as Bronislaw Malinowski's Argonauts of the Western Pacific and Alfred Radcliffe-Brown's The Andaman Islanders.  By adopting a more socially oriented and practical approach called ""functionalist,"" these works departed radically in method and style from Frazer's grand exercise in mythography and ethnography.  For example, Malinowski—who described himself as having been ""enslaved"" by Frazer's text as a youngster—began incorporating fieldwork into the discipline, focusing on the ways mythic practices contributed to the overall stability of a society.  Claude Lévi-Strauss went on to integrate Frazer's comparative method with the structural linguistics of Ferdinand de Saussure and Roman Jakobson to create structural anthropology, which organized the basic elements of myths into binary oppositions.
Later, Malinowski's student Edmund Leach synthesized his teacher's methods with those of Lévi-Strauss.  Twice removed from the Frazerian orbit, Leach gazed backward upon The Golden Bough as a target rather than a benchmark.  While acknowledging Frazer's legendary status as ""a colossus in the history of English scholarship,"" Leach nevertheless attacked him as a plagiarist, distortionist, and popularizer.  In a particularly scathing critique entitled ""Golden Bough or Gilded Twig?"" he condemned his predecessor's ""artistic license,"" alleging that he routinely embellished sources and twisted information to support preformulated theories.  According to Leach, Frazer relied shamelessly on secondhand material culled from missionaries and imperial officials rather than on his own interactions with native peoples.  Moreover, many of his comparisons of myths seemed based solely on superficial resemblances between just a few elements.  Lastly, Leach joined in decrying what critics termed Frazer's ""misapplication of Darwin's theory of biological evolution to human history and psychology"" that depicted cultures as progressing through predictable stages from belief in magic to belief in religion, and, finally, in science.
Such criticism notwithstanding, the popularity of The Golden Bough has remained largely undiminished and its impact on the culture of the early 20th century indisputable.",Critical Analysis & Reasoning Skills,4,Humanities
41,Passage Title: Ravens: Learning through Insight,"Research on animal intelligence has proliferated in recent decades, producing additional evidence of complex types of thought in non-human creatures.  Although primates have been the most frequent subjects of such study, observations of avians have at times proved even more striking.  In particular, some members of the Corvid family (such as ravens, crows, and jays) display a high capability to successfully confront novel challenges through innovative behavior.
One occasion of such behavior was documented by University of Vermont zoologist Bernd Heinrich in an experiment with Common Ravens.  Heinrich's central focus was whether the birds could discern the solution to a newly encountered problem of food acquisition without any training or prior familiarity with the problem's elements.  To address this question, he presented groups of ravens with pieces of meat suspended from a perch by a length of string.  The food was too far from either the perch or the ground to be reached from those vantage points.  Hence, accessing the food efficiently would require using the string itself, a situation not encountered in the wild and to which none of the birds had been previously exposed.
The first two ravens to approach the food found little success in retrieving it.  As Heinrich relates, both Bird 3 and Bird 27 attempted to jump and grab the meat from the air.  Although this process resulted in only tiny scraps of food being obtained, both birds initially ""tried no other method after the pattern was established on the first day.""  However, another raven fared far better.  After pecking and yanking on the string, Bird 4 ""appeared to abandon all attempts to get the meat, but [six hours] later again tried the same behavior.  This time, however, after one of these yanks of the string, the bird put one foot on this pulled-up string, reached down and pulled up another length of string, to step on it again after backing up another step along the perch, to repeat the process until reaching the meat.""  Thus, the raven ""performed a behavioral sequence of at least six steps…with no apparent trial-and-error learning for most if not all of these steps, chaining these steps together into a single unbroken sequence.""  Days later, Bird 5 also discovered how to access the meat in this way, completing ""the entire repetitive sequence correctly all at once.""  Eventually Bird 3 and Bird 30 learned as well, but only after weeks of further opportunities.
The most notable point of these observations is the ravens' apparent ability to solve a problem for which neither instinct nor experience could be expected to have prepared them.  Heinrich casts his experiment in terms of testing for insight, or ""the possibility of mental awareness—of seeing into a situation.""  Naturally, such awareness can only be inferred rather than observed directly, and researchers should be wary of the tendency to anthropomorphize animals when discussing their mental capabilities.  Nevertheless, such wariness should not prevent us from drawing at least probable or tentative conclusions.  Bird 4 especially seems almost to have mentally worked through the scenario in the intervening time between its originally unsuccessful and subsequent successful attempts to retrieve the food.  In the human world, we might speak of someone thinking about a problem for a while before trying another solution.  Even if we are reluctant to view Bird 4's behavior as a precise analogue, it seems clear that the raven displayed evidence of a noteworthy mental operation.  In further experiments, some other ravens also demonstrated the ability to pull up food on strings.  Although Heinrich notes that the birds exhibiting this behavior are ""possibly exceptional,"" they represent a fascinating example in our understanding of animal intelligence.",Critical Analysis & Reasoning Skills,4,Social Sciences
42,Passage Title: Doctor Scenario,"Evil can most accurately be defined as the direct antithesis of good.  However, when a human situation does not lend itself to clear designations of ultimate good and ultimate evil, or of right and wrong, then the best that one can hope for is to be able to make an informed decision about which course of action is ""more right"" and which is ""more wrong.""
Consider the hypothetical case of Dr. Jones, who, in discovering the antidote to a poison (Poison H) has so far concocted only a single vial.  Now suppose that six citizens have drunk from a well whose water has been contaminated with Poison H, but Citizen A has consumed an inordinate volume of the contaminated water.  Accordingly, the doctor has only enough of the antidote to save either Citizen A or the five other citizens.
It may seem clear that a doctor could not justifiably allocate the entirety of an antidote to preserving one citizen's life at the expense of losing five others.  However, suppose that Citizen A is the only patient currently present in the doctor's clinic, as the remaining patients are being transferred to Dr. Jones' facility by their respective physicians.  Citizen A is, in fact, Dr. Jones' longtime patient.  The doctor must therefore decide between two exigencies:  to save his own patient's life or to await the arrival of the five remaining citizens.
Would Dr. Jones be acting unethically in sacrificing Citizen A given the prospect of administering the antidote to the remaining citizens in time?  This dilemma asks the judicious individual to take into account additional factors that might encumber his or her ability to save the citizens who have not yet arrived.  One should consider, for instance, how long each patient can survive without the antidote.  Unfortunately, no one has a crystal ball to predict future events.  A decision must be made in conjunction with the information available at the time.
With this in mind, one may argue that the determination of good versus evil in making a decision lies in the doctor's motivations as he considers the consequences of his impending actions.  Imagine Dr. Jones' nurse exclaiming, ""But the doctor cannot make an objective comparison between the lives of other citizens and his own patient!""  Yet, perhaps the doctor would be selfishly inclined to save Citizen A, as Citizen A is the only one whose death would be considered a grievous personal loss.
But are such selfish human instincts then to be labeled as evil?  The same propensities labeled as selfish underlie characteristics classified as decent human virtues, such as compassion, empathy, and loyalty.  There are particular circumstances in which the doctor would indeed be remiss to the point of what could be argued as evil—as in cases where he opts to dismiss or distrust his individual conscience.  Consider the case in which he doubts his ability to arrive at a judicious conclusion and abdicates his responsibility for making this grave decision to the nurse.  Or consider the case in which he concludes that it is indeed more valiant to save the five citizens, yet fails to act on his decision out of personal anguish at losing Citizen A or to put an end to the ordeal.
In such circumstances, the decision between right and wrong, or the moral dilemma, escalates into what is more accurately a personal determination of good and evil.  In this way, the relative construct of right and wrong, as determined by one's best attempts at logic and sense, must be subordinated to a moral imperative that may be said to be absolute:  namely, that one must abide by an internal commitment to what one has reasoned to be the right decision and follow a corresponding course of action in the allotted time.",Critical Analysis & Reasoning Skills,6,Humanities
43,Passage Title: Meaning: Readers or Authors?,"Of late it has become popular among linguists and literary theorists to assert that a work's meaning depends upon the individual reader.  It is readers, we are told, not authors, who create meaning, by interacting with a text rather than simply receiving it.  Thus, a reader transcends the aims of the author, producing their own reading of the text.  Indeed, on this line of thinking, even to speak of ""the"" text is to commit a conceptual error; every text is in fact many texts, a plurality of interpretations that resist comparative evaluation.  This view is nonsense.  That many otherwise sensible scholars should be attracted to it can perhaps be readily explained, but we should first delineate why the theory goes so far astray....
The absurdity of the view can be demonstrated by a practical analogy.  Suppose Smith is conveying his ideas to Jones in conversation (the particular topic is of no consequence).  Afterward, we discover that the men differ in their accounts of what Smith had expressed.  At this point, Jones may decide that he misunderstood Smith, or perhaps that Smith was unclear.  A more complex supposition might be that Smith misused some key term, so his words did not fully match his intentions.  Any of these possibilities would reasonably describe why Jones and Smith possessed different opinions about what Smith had said.
What Jones may not justifiably conclude is that his own interpretation is what Smith really meant.  He may not, in effect, say: ""Yes, I admit that Smith honestly claims to have been saying something different, but I have formed my own equally correct understanding.""  Someone who made such an assertion would be suspected of making a joke; if he proved to be serious, we could only conclude that he was deeply confused or else being deliberately quarrelsome.  For in questions about what Smith meant, it is surely Smith whose answer must be accepted….  [T]his is not a matter of agreeing with a speaker; Jones might judge Smith's ideas to be wrong, unfounded, etc.  But whether Smith's ideas are right or wrong is a different matter from what those ideas are.  On that count, Smith must be the authority.
However, this observation is in no way changed if Smith's ideas are written rather than spoken—sent by letter, for instance.  Regardless of any interpretation Jones may produce, the letter's true meaning is whatever Smith intended to convey.  Likewise it is, then, with a book, poem, or whatsoever object of literature a scholar (or ordinary reader) encounters.  The writing down of ideas does not magically imbue them with malleability or render their content amorphous.  From the loftiest tomes of Shakespeare or Milton to the lowliest of yellowed paperbacks, authors produce works with a particular message in mind.  It is readers' task to discern that message, not to superimpose their own volitional perspectives.
To think otherwise is to undermine the foundation of literary scholarship.  For what is the purpose of such scholarship, if not to seek understanding of an author's creation?  One examines the text, taking note of style, historical context, allusions to other works, and other factors, in addition, of course, to the surface sense of the words themselves.  If such an enterprise is to be reasonable, it must presume the existence of standards for success: accuracy and inaccuracy, depth or shallowness of analysis, grounds for preferring one interpretation to another.  Different readers may come to different conclusions about a text, it is true.  But to excise authorial intent from the evaluation of those conclusions does a disservice both to individual works and to literary study as a discipline.",Critical Analysis & Reasoning Skills,4,Humanities
44,Passage Title: Whaling Conflict,"In 2010, the Japanese vessel Shonan Maru No. 2 crashed into Australia's Ady Gil, severing eleven feet of the latter craft and causing it to sink.  Neither of the captains involved was legally judged to have caused the collision intentionally.  However, each blamed the other, and the Ady Gil's captain, Peter Bethune, was arrested after he boarded the Shonan Maru No. 2 and attempted to force the Japanese to pay for the loss of the Australian ship.
Antipathy on both sides of this encounter actually extends much farther than the crash, which represents merely one incident in a decades-long maritime conflict.  Tensions between the two nations rise regularly for a period each year, as Japan's annual whale hunts are confronted by Australian fervor for conservation.  ""Save The Whales"" is a long-touted, even clichéd, rallying cry of environmentalism, but Australia possesses its own particular sense of guardianship for the Antarctic whales that swim up its coastlines.  As anthropologist Adrian Peace points out, descriptions of these animals are ""suffused with anthropomorphism,"" in which ""our whales"" are ascribed with characteristics such as shyness or affection, and somehow imbued with the knowledge that the people of Australia want to keep them safe.  In Peace's words, ""[I]dentification with the totemized whale has become part of how Australians imagine themselves as decent and enlightened citizens in the contemporary world.""  Consequently, Australian minds tend implicitly or explicitly to embrace the view that ""pro-whaling countries can lay no similar claim to being enlightened and humane.""  To engage in whaling is seen as treating a species as a source of financial gain rather than as creatures deserving protection, and ""since only the Japanese kill 'Australian Whales', they are the target of sustained demonization.""
Australia is not the only country that has objected to Japan's whaling practices.  As reported in The American Journal of International Law, the International Whaling Commission voted in 1982 to end all commercial whaling by 1986, leaving only a few types of whaling permissible.  After initially refusing, Japan agreed to stop its commercial whaling in 1987 but ""immediately announced that it would continue to take hundreds of minke whales each year for 'scientific purposes.'""  Considering Japan to be acting in bad faith, U.S. president Ronald Reagan responded by revoking that country's rights to fish in United States waters.  Similarly, in 2000 the U.S. secretary of commerce, Norman Y. Mineta, wrote to President Bill Clinton that ""Japan's research program has dubious scientific validity….  Many suspect that Japan's motivation…has less to do with validation of scientific hypotheses and more to do with paving the way for outright resumption of commercial whaling.""
Naturally, the Japanese have their own view of the situation, which frames the issue differently.  Peace describes the significant cultural importance attached to Japanese whaling, noting that the tradition of consuming whale meat dates back thousands of years.  Moreover, supplies of whale meat enabled Japan to endure the effects of famine in the early twentieth century, as well as food shortages in the waning years of the Second World War.  For many reasons, whaling is ""valorized and preserved"" among ""the exceptional elements of Japanese culture.""  Specifically, ""Eating whale meat represents an integral part of how the Japanese locate themselves in a world geared to the destruction of regional differences.  The anti-whaling rhetoric of countries like Australia and the United States is thus interpreted as a challenge to the right of the Japanese to live as they choose.""  Consequently, whereas Australian cultural identity has become entwined with opposition to whaling, in Japan hunting and eating whales constitute ""significant traditions which must be honoured.""  Given this stark societal difference, a compromise position is unlikely to be realized soon.",Critical Analysis & Reasoning Skills,4,Social Sciences
45,Passage Title: Literary Synthesis and Bernard,"To consult diverse interpretations is always a useful corrective against complacency in literary scholarship.  Reviewing alternative readings of a work helps remind us that questions regarding the work's meaning should seldom be viewed as settled but instead as opportunities for further inquiry.
Nevertheless, another pitfall must be avoided as well.  The fear of missing genuine interpretive possibilities may lead one to imagine more differences in readings than truly exist, obscuring a hidden homogeneity among seemingly divergent understandings.  It has been said that to truly understand a people one must synthesize its stories; we must also acknowledge that to truly understand a story one must synthesize its interpretations.
David McKee's deceptively rich Not Now, Bernard is an instructive example.  The plot initially concerns the futile attempts of a child to gain his parents' attention, to which, no matter the circumstance, the busy adults invariably reply: ""Not now, Bernard.""  The culmination of these encounters comes when Bernard informs them of a monster outside that wants to eat him, only to receive the same dismissive response.  Bernard walks into the yard and approaches the monster, whereupon ""The monster ate Bernard up, every bit.""
The reader's shock at this turn of events is only increased upon seeing the reaction of Bernard's parents, who are entirely unfazed.  Indeed, they are entirely unaware.  The monster enters the house, eats Bernard's dinner, breaks Bernard's toy, and even bites Bernard's father, all the while finding itself just as ignored as Bernard had been.  Finally facing the indignity of being tucked into bed, the monster complains: ""But I'm a monster,"" only to be told—naturally—""Not now, Bernard.""
Marina Warner views this delightfully savage story as informed by the same primal motivations which produced the carnivorous fiends of traditional fairy tales.  Referencing the psychoanalytic theories of Melanie Klein, Warner writes: ""the ogre who used to stalk children has now been internalized as the image of inner compulsions, especially greed and the ferocious survival instinct.""  In the parent's mind, ""it is the child who can be understood to be the potentially insatiable devourer, the possible monster of greed and gratification and excess.""  Likewise, Bernard's parents ""cannot tell the difference between a tiny tot and an angry beast because the two are all the same to them: that is how they see Bernard.""  Thus Warner casts McKee's tale as an incisive commentary on ""parents who are so automatic in their oblivion—and rejection—that they do not notice when their child has been eaten.""
Intriguingly, writer Sheila Hancock assumes that Bernard's parents are not oblivious.  On her interpretation no one has been eaten and replaced; rather, the monster is Bernard.  It is worth noting that of the two lines spoken by the monster, the first is simply ""ROAR,"" a bestial vocalization that makes little impression upon Bernard's mother (""Not now, Bernard"").  The human-sounding ""But I'm a monster"" comes later, after a series of events in which the presence of a monster in the house has been treated as unremarkable.  The apparent powerlessness of the monster to be perceived as anything but mundane suggests it could be merely the external manifestation of the child's frustrated psyche.
Even so, Hancock's view would not completely absolve Bernard's parents, who consistently ignore their son even if they do not literally allow him to be devoured.  Nor does the story lose its significance on Hancock's symbolic interpretation of events; rather, the latent psychological motivations identified by Warner would be just as operant.  Hence, whether the monster is literal or metaphorical, these seemingly divergent interpretations in fact exhibit a clear and striking coherence.",Critical Analysis & Reasoning Skills,6,Humanities
46,Passage Title: Superstition,"The most straightforward assumption would be that superstition results from causal fallacies.  One event is seen to have followed another, but this sequence may simply be chance.  As Hume warned, empirical observations can easily lead to mistaken connections in the human mind.  This erroneous type of reasoning has occurred throughout history.  For example, the Greek writer Plutarch reported that maternal ingestion of specific foods and herbs would ensure male offspring, Roman citizens thought that sleeping next to pieces of iron could prevent nightmares, and the ancient Chinese believed they could predict the future by analyzing fractures in animal bones.
But if causal fallacies are to blame for such beliefs, then the persistence of superstition in society seems mysterious.  Superstitions should quickly vanish after continued observations.  In colloquial terms, people surely would see that superstitious practices did not ""work.""  However, superstitions are not so easily dispelled.  As the early modern English scientist Francis Bacon lamented, ""The human understanding is of its own nature prone to suppose the existence of more order and regularity in the world than it finds.""
In light of those points, it must be remembered that a scientific mindset is essentially a modern privilege.  Standards of science-based experimentation are second nature today but were largely absent a millennium or more prior to the sixteenth- and seventeenth-century Renaissance.  Still, that is not to say that such methods were entirely unheard of.  Saint Augustine rejected astrological predictions in the fourth century after learning of a slave and a noble who had been born under the same stars.  Clearly, his conclusion was based on an inference from observed fact.  Centuries earlier, the Roman thinker Lucretius attributed disease to material causes, not supernatural forces.
Yet even contemporary knowledge has not eliminated magical beliefs.  For instance, adults laugh at children's reluctance to step on cracks in the pavement but build skyscrapers such as New York's Macmillan Building, where Floor 12 is followed by Floor 14.  University graduates can describe the physical laws governing the world but refuse to watch a sporting event without wearing a ""lucky"" shirt.
One potential motive for superstitious belief does not truly stem from belief at all, but from purely pragmatic concerns like those described by William James or Blaise Pascal.  A person might decide that there is nothing to lose from acting based on a superstition; therefore, one might as well heed it ""just in case"" there really is an associated causal effect.  On those grounds, following the superstition would involve a sort of rationality.  If one's situation is sufficiently desperate, such thinking would be all the more appealing.  However, the rationality is a skewed one, and to act on it prizes wishful thinking over reason.
Some may simply conclude that humanity is inherently prone to superstition.  In the novel Jingo, author Terry Pratchett emphasized this point by describing an exception: his character Ahmed was ""substitious.""  In contrast to being superstitious, Ahmed ""believed instead in the things that were true in which no one else believed.""  Fictional exceptions aside, superstitions still hold sway in many people's minds.  However, over time the spread of knowledge can be expected to refute magical beliefs; thus humankind can only benefit from naturalistic explanations.  For example, to walk under a ladder is indeed ""unlucky"" because doing so is dangerous.  An umbrella opened indoors may strike objects in the enclosed space without any mystical forces to cause this ""misfortune.""
Given such clarifications, superstitions should lose appeal, despite what Pratchett implies about human tendencies.  Genuine causal connections can be distinguished from fallacious ones, and empirical observations can expose superstitions as errors rather than engendering them.",Critical Analysis & Reasoning Skills,5,Social Sciences
47,Passage Title: Simeon the Stylite,"In AD 313, Constantine declared Christianity the official religion of the Roman Empire, and the persecution of the Christians ceased.  Subsequently, the number of religious recluses proliferated.  Hermits retreated in droves to the Scetis Desert of Egypt, paradoxically seeking solitude.  By the fifth century, many had gathered into cenobitic societies that later evolved into monasteries.  Some renunciants, however, explored styles of seclusion that featured ever-more rigorous, innovative, and questionable displays of self-discipline and physical austerity.
One of these solitaries gained world renown as the first of what were known as ""stylites,"" or pillar saints, from the ancient Greek word stylos, meaning pillar.  The son of a shepherd from the Amanus Mountains of Syria, Simeon joined a monastic community at the age of 16 but felt called to a more reclusive and stringent mode of existence.  Withdrawing to a nearby hut, he took up such self-mortifying practices as abstaining from food and drink throughout the whole of Lent and standing upright for as long as possible.  After three years of this voluntary confinement, he settled upon a rocky prominence in the desert where he continued his practice, at times overwhelmed by the pilgrims who thronged to hear his spiritual counsel.
When Simeon spied a pillar amidst the ancient ruins of the surrounding area, he contrived a new, radical method of sequestration by constructing a small platform at the top of the column where he could stand.  There he vowed to live out the remainder of his days, exposed to every vagary of weather.  Village boys climbed a ladder to deliver supplies.
Simeon was not, however, without precursors.  Among purported proto-stylites was Epidus, a recluse from Palestine who dwelt in a mountaintop cave for 25 years.  Saint Gregory of Nazianzus told of a fourth-century solitary who stood for years without lying down.  Theodoret, Simeon's contemporary and Bishop of Cyrus, reported that a hermit had lived for 10 years inside a tub suspended in midair by poles.
As Simeon's fame spread throughout the Byzantine or Eastern Roman Empire, he mounted increasingly taller pillars to escape the madding crowds; his vertical reclusion ultimately reached 80 feet.  For the next 37 years, Simeon stood on the platform atop his pillar, perfecting his self-mortifying exercises and preaching twice a day.  Although certain critics deemed this lifestyle a pointless, self-willed martyrdom, he won the veneration of Emperor Theodosius.  Moreover, the pathos of the stylite's demise was testimony to his conviction.  As Edward Gibbon relates in his history of the Roman Empire, ""The progress of an ulcer in [his] thigh might shorten, but could not disturb, this celestial life, and the patient Hermit expired, without descending from his column.""
Simeon inspired more than a few imitators.  As one scholar commented, ""For the next century…stylites were a common sight throughout the Byzantine Levant.""  For many pillar dwellers, a rudimentary shelter built onto the top of the column helped to mitigate the effects of exposure.  Female pillar saints were not unheard of, and there were reports of stylites who found themselves stationed close enough to debate theological issues from their respective posts.  Among notable followers, Simeon the Younger took up a perch near his predecessor's in Aleppo in Syria while Daniel the Stylite occupied a column near Constantinople for 33 years.  In the sixth century, Simeon's feat was surpassed by Alypius, who is said to have dwelt atop his pillar for a total of 67 years, the last 14 of which he spent lying down.  Nevertheless, it was Simeon's reputation that, for better or worse, endured.  In 1833, the English poet Tennyson composed an ironic verse in which the stylite boasts, ""Show me the man hath suffered more than I.""",Critical Analysis & Reasoning Skills,4,Social Sciences
